序号,件号,名称,规格,数量,材质,重量(g),备注,类别,weight_g,price_cny_per_kg,price_cny
1,6-LED-YDL0-00135-100-HSG7_2,6-LED-YDL0-00135-100-HSG7_2,通用,1,Q235,0,脱脂磷化喷粉,A,0,6.0,
